	v1	v2	cpg_1	cpg_2	ds_percent	siblings_percent	mothers_percent
118	42	1582	cg00330170	cg12685846	0.8620689655172413	0.3793103448275862	0.034482758620689655
119	42	1960	cg00330170	cg16179952	0.896551724137931	0.2413793103448276	0.06896551724137931
120	42	2334	cg00330170	cg19802138	0.9655172413793104	0.6206896551724138	0.10344827586206896
121	42	2431	cg00330170	cg20779964	0.896551724137931	0.6551724137931034	0.06896551724137931
122	42	2497	cg00330170	cg21595709	0.9310344827586207	0.3103448275862069	0.06896551724137931
123	43	385	cg00330464	cg02825171	0.8275862068965517	0.5517241379310345	0.0
124	43	1254	cg00330464	cg09767822	0.8275862068965517	0.3448275862068966	0.0
125	43	1440	cg00330464	cg11482099	0.9655172413793104	0.7586206896551724	0.13793103448275862
126	44	885	cg00330888	cg06667761	0.896551724137931	0.5517241379310345	0.06896551724137931
127	45	1933	cg00343633	cg15896696	0.8620689655172413	0.3103448275862069	0.034482758620689655
128	46	1156	cg00347620	cg08859095	0.8620689655172413	0.4827586206896552	0.034482758620689655
129	46	2497	cg00347620	cg21595709	0.896551724137931	0.5517241379310345	0.034482758620689655
130	47	2505	cg00349599	cg21642103	0.896551724137931	0.3448275862068966	0.06896551724137931
131	48	418	cg00363813	cg03048902	0.9310344827586207	0.6896551724137931	0.10344827586206896
132	48	556	cg00363813	cg03969996	0.8620689655172413	0.4482758620689655	0.034482758620689655
133	48	829	cg00363813	cg06277657	0.8275862068965517	0.5862068965517241	0.0
134	48	1280	cg00363813	cg10063179	0.8620689655172413	0.5862068965517241	0.034482758620689655
135	48	1417	cg00363813	cg11240722	0.896551724137931	0.5172413793103449	0.06896551724137931
136	48	2497	cg00363813	cg21595709	0.896551724137931	0.6206896551724138	0.06896551724137931
137	48	3102	cg00363813	cg27549878	0.896551724137931	0.5172413793103449	0.06896551724137931
138	49	1509	cg00364357	cg12060422	0.8620689655172413	0.5172413793103449	0.034482758620689655
139	50	3080	cg00366505	cg27391267	0.8275862068965517	0.3793103448275862	0.0
140	51	166	cg00370926	cg01204305	0.8620689655172413	0.3448275862068966	0.034482758620689655
141	52	1944	cg00381570	cg15989068	0.8275862068965517	0.6551724137931034	0.0
142	53	2597	cg00389463	cg22620221	0.9310344827586207	0.5517241379310345	0.10344827586206896
143	54	72	cg00392377	cg00503840	0.8620689655172413	0.5862068965517241	0.034482758620689655
144	55	440	cg00396407	cg03199926	0.8620689655172413	0.3103448275862069	0.034482758620689655
145	56	1441	cg00399483	cg11491074	0.896551724137931	0.4827586206896552	0.06896551724137931
146	57	3081	cg00400334	cg27392792	0.8620689655172413	0.6551724137931034	0.034482758620689655
147	58	1933	cg00405198	cg15896696	0.896551724137931	0.3793103448275862	0.06896551724137931
148	59	1166	cg00453111	cg08975803	0.896551724137931	0.2413793103448276	0.06896551724137931
149	59	1259	cg00453111	cg09820011	0.8620689655172413	0.20689655172413793	0.0
150	59	1266	cg00453111	cg09907509	0.9310344827586207	0.4827586206896552	0.06896551724137931
151	59	1364	cg00453111	cg10676084	0.896551724137931	0.5517241379310345	0.034482758620689655
152	59	1439	cg00453111	cg11469098	0.9655172413793104	0.4827586206896552	0.10344827586206896
153	59	1562	cg00453111	cg12457773	0.9310344827586207	0.5517241379310345	0.034482758620689655
154	59	1588	cg00453111	cg12818557	0.8275862068965517	0.06896551724137931	0.0
155	59	1944	cg00453111	cg15989068	0.9310344827586207	0.5517241379310345	0.10344827586206896
156	59	2497	cg00453111	cg21595709	0.9655172413793104	0.4827586206896552	0.06896551724137931
157	59	2700	cg00453111	cg23495279	0.9655172413793104	0.4482758620689655	0.13793103448275862
158	60	2497	cg00466827	cg21595709	0.8275862068965517	0.3793103448275862	0.0
159	61	2497	cg00468146	cg21595709	0.8620689655172413	0.5172413793103449	0.034482758620689655
160	62	1190	cg00469856	cg09285095	0.9310344827586207	0.6896551724137931	0.06896551724137931
161	63	885	cg00471159	cg06667761	0.8275862068965517	0.3793103448275862	0.0
162	64	652	cg00472801	cg04768501	0.9310344827586207	0.5517241379310345	0.10344827586206896
163	64	2186	cg00472801	cg18337525	0.8275862068965517	0.4827586206896552	0.0
164	64	2910	cg00472801	cg25744613	0.8620689655172413	0.3793103448275862	0.034482758620689655
165	65	207	cg00474746	cg01503065	0.8620689655172413	0.4827586206896552	0.0
166	66	207	cg00478333	cg01503065	0.8620689655172413	0.8620689655172413	0.034482758620689655
167	67	1381	cg00486340	cg10806820	1.0	0.3448275862068966	0.1724137931034483
168	67	2315	cg00486340	cg19638477	0.8275862068965517	0.20689655172413793	0.0
169	68	440	cg00486564	cg03199926	0.9655172413793104	0.41379310344827586	0.10344827586206896
170	69	1225	cg00495775	cg09547173	0.8275862068965517	0.6551724137931034	0.0
171	70	108	cg00499700	cg00711072	0.8620689655172413	0.41379310344827586	0.034482758620689655
172	71	1190	cg00502665	cg09285095	0.9310344827586207	0.6896551724137931	0.10344827586206896
173	72	166	cg00503840	cg01204305	0.8620689655172413	0.6206896551724138	0.034482758620689655
174	72	652	cg00503840	cg04768501	0.8275862068965517	0.5517241379310345	0.0
175	72	1368	cg00503840	cg10697473	0.8620689655172413	0.6206896551724138	0.034482758620689655
176	72	1381	cg00503840	cg10806820	0.8275862068965517	0.3793103448275862	0.0
177	72	2047	cg00503840	cg17046823	0.8620689655172413	0.5517241379310345	0.034482758620689655
178	72	2081	cg00503840	cg17385679	0.8275862068965517	0.6206896551724138	0.0
179	72	2480	cg00503840	cg21491176	0.8275862068965517	0.3793103448275862	0.0
180	73	1595	cg00520622	cg12877723	0.8620689655172413	0.5517241379310345	0.034482758620689655
181	74	885	cg00557069	cg06667761	0.9310344827586207	0.4827586206896552	0.10344827586206896
182	74	2082	cg00557069	cg17392909	0.8620689655172413	0.5172413793103449	0.034482758620689655
183	74	2497	cg00557069	cg21595709	0.9655172413793104	0.4827586206896552	0.13793103448275862
184	75	83	cg00558156	cg00582971	0.9310344827586207	0.1724137931034483	0.10344827586206896
185	76	486	cg00558689	cg03456213	0.9310344827586207	0.4482758620689655	0.10344827586206896
186	76	2497	cg00558689	cg21595709	0.8620689655172413	0.3793103448275862	0.034482758620689655
187	77	2497	cg00560542	cg21595709	0.8275862068965517	0.2413793103448276	0.0
188	77	3025	cg00560542	cg26872137	0.8275862068965517	0.5862068965517241	0.0
189	78	2149	cg00563300	cg18107072	0.8275862068965517	0.5862068965517241	0.0
190	79	961	cg00565688	cg07242214	0.9310344827586207	0.5517241379310345	0.10344827586206896
191	80	2971	cg00567703	cg26333652	0.8620689655172413	0.5862068965517241	0.034482758620689655
192	81	1561	cg00574907	cg12448933	0.8620689655172413	0.1724137931034483	0.0
193	81	2433	cg00574907	cg20795913	0.896551724137931	0.2413793103448276	0.06896551724137931
194	82	2497	cg00576936	cg21595709	0.896551724137931	0.5517241379310345	0.06896551724137931
195	83	84	cg00582971	cg00589371	0.9310344827586207	0.034482758620689655	0.0
196	83	104	cg00582971	cg00688962	0.8620689655172413	0.034482758620689655	0.0
197	83	134	cg00582971	cg00939495	0.8620689655172413	0.0	0.0
198	83	148	cg00582971	cg01028657	0.8620689655172413	0.13793103448275862	0.0
199	83	165	cg00582971	cg01202197	0.8620689655172413	0.10344827586206896	0.0
200	83	176	cg00582971	cg01284192	0.8275862068965517	0.3103448275862069	0.0
201	83	179	cg00582971	cg01294808	0.9655172413793104	0.1724137931034483	0.0
202	83	191	cg00582971	cg01405040	0.9655172413793104	0.3448275862068966	0.10344827586206896
203	83	192	cg00582971	cg01410472	0.9655172413793104	0.27586206896551724	0.10344827586206896
204	83	194	cg00582971	cg01422881	1.0	0.3103448275862069	0.13793103448275862
205	83	218	cg00582971	cg01587896	0.9310344827586207	0.0	0.10344827586206896
206	83	233	cg00582971	cg01711077	0.8275862068965517	0.034482758620689655	0.0
207	83	237	cg00582971	cg01758512	0.8275862068965517	0.0	0.0
208	83	241	cg00582971	cg01794676	0.896551724137931	0.06896551724137931	0.034482758620689655
209	83	270	cg00582971	cg02005147	0.8275862068965517	0.13793103448275862	0.0
210	83	272	cg00582971	cg02036261	0.8275862068965517	0.27586206896551724	0.0
211	83	287	cg00582971	cg02119348	0.896551724137931	0.27586206896551724	0.0
212	83	295	cg00582971	cg02165355	0.8620689655172413	0.1724137931034483	0.0
213	83	297	cg00582971	cg02167438	0.8275862068965517	0.034482758620689655	0.0
214	83	301	cg00582971	cg02186782	0.8275862068965517	0.13793103448275862	0.0
215	83	308	cg00582971	cg02243785	0.8275862068965517	0.0	0.0
216	83	323	cg00582971	cg02327997	0.8275862068965517	0.13793103448275862	0.0
217	83	324	cg00582971	cg02332525	0.9310344827586207	0.27586206896551724	0.0
218	83	326	cg00582971	cg02347074	0.896551724137931	0.13793103448275862	0.0
219	83	329	cg00582971	cg02370605	0.9655172413793104	0.20689655172413793	0.06896551724137931
220	83	332	cg00582971	cg02386403	0.896551724137931	0.1724137931034483	0.06896551724137931
221	83	336	cg00582971	cg02400433	0.8620689655172413	0.41379310344827586	0.034482758620689655
222	83	342	cg00582971	cg02473540	0.896551724137931	0.13793103448275862	0.034482758620689655
223	83	351	cg00582971	cg02509825	0.9310344827586207	0.0	0.0
224	83	365	cg00582971	cg02623400	0.8275862068965517	0.10344827586206896	0.0
225	83	366	cg00582971	cg02656891	0.896551724137931	0.0	0.034482758620689655
226	83	367	cg00582971	cg02662277	0.9655172413793104	0.034482758620689655	0.034482758620689655
227	83	368	cg00582971	cg02662828	0.8620689655172413	0.2413793103448276	0.034482758620689655
228	83	374	cg00582971	cg02742775	0.8620689655172413	0.2413793103448276	0.034482758620689655
229	83	376	cg00582971	cg02746381	0.9310344827586207	0.27586206896551724	0.0
230	83	383	cg00582971	cg02816816	0.896551724137931	0.06896551724137931	0.0
231	83	385	cg00582971	cg02825171	0.896551724137931	0.20689655172413793	0.0
232	83	388	cg00582971	cg02838178	0.896551724137931	0.13793103448275862	0.034482758620689655
233	83	403	cg00582971	cg02943578	0.8275862068965517	0.034482758620689655	0.0
234	83	417	cg00582971	cg03045425	0.9655172413793104	0.06896551724137931	0.10344827586206896
235	83	423	cg00582971	cg03070297	0.8275862068965517	0.0	0.0
236	83	432	cg00582971	cg03129384	0.9310344827586207	0.10344827586206896	0.0
237	83	444	cg00582971	cg03237648	0.896551724137931	0.13793103448275862	0.06896551724137931
238	83	467	cg00582971	cg03340466	0.8620689655172413	0.034482758620689655	0.0
239	83	475	cg00582971	cg03371199	0.896551724137931	0.06896551724137931	0.0
240	83	485	cg00582971	cg03451670	0.8620689655172413	0.0	0.0
241	83	489	cg00582971	cg03475665	0.8620689655172413	0.0	0.0
242	83	500	cg00582971	cg03532926	0.8275862068965517	0.0	0.0
243	83	506	cg00582971	cg03555227	0.8620689655172413	0.2413793103448276	0.0
244	83	508	cg00582971	cg03574723	0.896551724137931	0.1724137931034483	0.06896551724137931
245	83	509	cg00582971	cg03584891	0.8275862068965517	0.06896551724137931	0.0
246	83	512	cg00582971	cg03609960	0.8620689655172413	0.0	0.0
247	83	533	cg00582971	cg03817667	0.8275862068965517	0.06896551724137931	0.0
248	83	537	cg00582971	cg03859162	1.0	0.034482758620689655	0.06896551724137931
249	83	547	cg00582971	cg03940684	0.8620689655172413	0.13793103448275862	0.0
250	83	553	cg00582971	cg03962691	0.9310344827586207	0.3448275862068966	0.0
251	83	554	cg00582971	cg03963853	0.8275862068965517	0.06896551724137931	0.0
252	83	567	cg00582971	cg04045079	0.9655172413793104	0.20689655172413793	0.0
253	83	573	cg00582971	cg04127342	0.9310344827586207	0.1724137931034483	0.034482758620689655
254	83	591	cg00582971	cg04306063	0.896551724137931	0.06896551724137931	0.06896551724137931
255	83	614	cg00582971	cg04517323	0.8275862068965517	0.06896551724137931	0.0
256	83	647	cg00582971	cg04738965	0.896551724137931	0.5517241379310345	0.034482758620689655
257	83	649	cg00582971	cg04748834	0.8275862068965517	0.034482758620689655	0.0
258	83	656	cg00582971	cg04792712	0.9310344827586207	0.20689655172413793	0.10344827586206896
259	83	674	cg00582971	cg04931216	0.896551724137931	0.20689655172413793	0.034482758620689655
260	83	676	cg00582971	cg04950301	0.8620689655172413	0.06896551724137931	0.0
261	83	679	cg00582971	cg04965050	0.896551724137931	0.13793103448275862	0.06896551724137931
262	83	680	cg00582971	cg04969688	0.8620689655172413	0.20689655172413793	0.0
263	83	689	cg00582971	cg04999479	0.8620689655172413	0.2413793103448276	0.034482758620689655
264	83	698	cg00582971	cg05076914	0.8275862068965517	0.034482758620689655	0.0
265	83	704	cg00582971	cg05158615	0.9310344827586207	0.2413793103448276	0.034482758620689655
266	83	712	cg00582971	cg05209584	0.9310344827586207	0.034482758620689655	0.0
267	83	741	cg00582971	cg05454619	0.8275862068965517	0.06896551724137931	0.0
268	83	760	cg00582971	cg05637536	0.8620689655172413	0.0	0.0
269	83	764	cg00582971	cg05667379	0.9310344827586207	0.13793103448275862	0.0
270	83	768	cg00582971	cg05678749	0.896551724137931	0.034482758620689655	0.0
271	83	774	cg00582971	cg05784157	0.896551724137931	0.06896551724137931	0.034482758620689655
272	83	778	cg00582971	cg05839235	0.896551724137931	0.034482758620689655	0.034482758620689655
273	83	788	cg00582971	cg05937737	0.8275862068965517	0.27586206896551724	0.0
274	83	808	cg00582971	cg06139908	0.8275862068965517	0.0	0.0
275	83	814	cg00582971	cg06169131	0.896551724137931	0.20689655172413793	0.034482758620689655
276	83	829	cg00582971	cg06277657	0.896551724137931	0.3103448275862069	0.0
277	83	840	cg00582971	cg06374307	0.9310344827586207	0.1724137931034483	0.10344827586206896
278	83	841	cg00582971	cg06383163	0.8275862068965517	0.06896551724137931	0.0
279	83	845	cg00582971	cg06410746	0.896551724137931	0.10344827586206896	0.0
280	83	863	cg00582971	cg06498267	1.0	0.3793103448275862	0.0
281	83	868	cg00582971	cg06553312	0.8620689655172413	0.06896551724137931	0.0
282	83	871	cg00582971	cg06577205	0.896551724137931	0.034482758620689655	0.0
283	83	874	cg00582971	cg06619066	0.8620689655172413	0.06896551724137931	0.0
284	83	881	cg00582971	cg06659727	0.8275862068965517	0.0	0.0
285	83	882	cg00582971	cg06660523	0.8275862068965517	0.06896551724137931	0.0
286	83	885	cg00582971	cg06667761	0.9655172413793104	0.3103448275862069	0.0
287	83	892	cg00582971	cg06713632	0.8275862068965517	0.034482758620689655	0.0
288	83	907	cg00582971	cg06822816	0.8620689655172413	0.06896551724137931	0.034482758620689655
289	83	912	cg00582971	cg06836736	0.9310344827586207	0.1724137931034483	0.034482758620689655
290	83	914	cg00582971	cg06861426	0.8275862068965517	0.1724137931034483	0.0
291	83	930	cg00582971	cg06966811	0.896551724137931	0.3793103448275862	0.034482758620689655
292	83	931	cg00582971	cg06973234	0.8620689655172413	0.0	0.034482758620689655
293	83	932	cg00582971	cg06987468	0.896551724137931	0.1724137931034483	0.0
294	83	942	cg00582971	cg07035165	0.9310344827586207	0.10344827586206896	0.0
295	83	944	cg00582971	cg07060233	0.8275862068965517	0.20689655172413793	0.0
296	83	945	cg00582971	cg07060551	0.8620689655172413	0.06896551724137931	0.0
297	83	950	cg00582971	cg07103129	0.8620689655172413	0.034482758620689655	0.0
298	83	951	cg00582971	cg07135032	0.8275862068965517	0.13793103448275862	0.0
299	83	975	cg00582971	cg07355841	0.8275862068965517	0.0	0.0
300	83	983	cg00582971	cg07448060	0.8620689655172413	0.034482758620689655	0.0
301	83	990	cg00582971	cg07535928	0.8275862068965517	0.10344827586206896	0.0
302	83	1004	cg00582971	cg07664198	0.8275862068965517	0.06896551724137931	0.0
303	83	1008	cg00582971	cg07680129	0.8275862068965517	0.10344827586206896	0.0
304	83	1013	cg00582971	cg07703401	0.8275862068965517	0.034482758620689655	0.0
305	83	1020	cg00582971	cg07737781	0.896551724137931	0.1724137931034483	0.0
306	83	1022	cg00582971	cg07744912	0.896551724137931	0.06896551724137931	0.0
307	83	1054	cg00582971	cg08000065	0.8275862068965517	0.06896551724137931	0.0
308	83	1061	cg00582971	cg08044097	0.8620689655172413	0.1724137931034483	0.0
309	83	1063	cg00582971	cg08068240	0.9655172413793104	0.10344827586206896	0.0
310	83	1071	cg00582971	cg08146323	0.8275862068965517	0.0	0.0
311	83	1076	cg00582971	cg08194879	0.8275862068965517	0.0	0.0
312	83	1089	cg00582971	cg08263071	0.8275862068965517	0.2413793103448276	0.0
313	83	1095	cg00582971	cg08315770	0.8620689655172413	0.034482758620689655	0.0
314	83	1100	cg00582971	cg08361126	0.8620689655172413	0.034482758620689655	0.0
315	83	1106	cg00582971	cg08438435	0.8620689655172413	0.10344827586206896	0.0
316	83	1109	cg00582971	cg08445263	0.896551724137931	0.10344827586206896	0.0
317	83	1122	cg00582971	cg08528626	0.8620689655172413	0.10344827586206896	0.0
318	83	1127	cg00582971	cg08575537	0.8620689655172413	0.10344827586206896	0.0
319	83	1129	cg00582971	cg08602190	0.896551724137931	0.06896551724137931	0.034482758620689655
320	83	1132	cg00582971	cg08641579	0.896551724137931	0.13793103448275862	0.034482758620689655
321	83	1152	cg00582971	cg08833577	0.8620689655172413	0.2413793103448276	0.034482758620689655
322	83	1156	cg00582971	cg08859095	0.9310344827586207	0.0	0.0
323	83	1160	cg00582971	cg08874609	0.9310344827586207	0.2413793103448276	0.06896551724137931
324	83	1181	cg00582971	cg09180848	0.8275862068965517	0.20689655172413793	0.0
325	83	1210	cg00582971	cg09442654	0.8620689655172413	0.0	0.0
326	83	1220	cg00582971	cg09497644	0.8275862068965517	0.10344827586206896	0.0
327	83	1254	cg00582971	cg09767822	0.8275862068965517	0.10344827586206896	0.0
